Entity,Code,Date,,Days since confirmed cases first reached 30 per day
Afghanistan,AFG,"Jan 2, 2020",0,
Afghanistan,AFG,"Jan 3, 2020",0,
Afghanistan,AFG,"Jan 4, 2020",0,
Afghanistan,AFG,"Jan 5, 2020",0,
Afghanistan,AFG,"Jan 6, 2020",0,
Afghanistan,AFG,"Jan 7, 2020",0,
Afghanistan,AFG,"Jan 8, 2020",0,
Afghanistan,AFG,"Jan 9, 2020",0,
Afghanistan,AFG,"Jan 10, 2020",0,
Afghanistan,AFG,"Jan 11, 2020",0,
Afghanistan,AFG,"Jan 12, 2020",0,
Afghanistan,AFG,"Jan 13, 2020",0,
Afghanistan,AFG,"Jan 14, 2020",0,
Afghanistan,AFG,"Jan 15, 2020",0,
Afghanistan,AFG,"Jan 16, 2020",0,
Afghanistan,AFG,"Jan 17, 2020",0,
Afghanistan,AFG,"Jan 18, 2020",0,
Afghanistan,AFG,"Jan 19, 2020",0,
Afghanistan,AFG,"Jan 20, 2020",0,
Afghanistan,AFG,"Jan 21, 2020",0,
Afghanistan,AFG,"Jan 22, 2020",0,
Afghanistan,AFG,"Jan 23, 2020",0,
Afghanistan,AFG,"Jan 24, 2020",0,
Afghanistan,AFG,"Jan 25, 2020",0,
Afghanistan,AFG,"Jan 26, 2020",0,
Afghanistan,AFG,"Jan 27, 2020",0,
Afghanistan,AFG,"Jan 28, 2020",0,
Afghanistan,AFG,"Jan 29, 2020",0,
Afghanistan,AFG,"Jan 30, 2020",0,
Afghanistan,AFG,"Jan 31, 2020",0,
Afghanistan,AFG,"Feb 1, 2020",0,
Afghanistan,AFG,"Feb 2, 2020",0,
Afghanistan,AFG,"Feb 3, 2020",0,
Afghanistan,AFG,"Feb 4, 2020",0,
Afghanistan,AFG,"Feb 5, 2020",0,
Afghanistan,AFG,"Feb 6, 2020",0,
Afghanistan,AFG,"Feb 7, 2020",0,
Afghanistan,AFG,"Feb 8, 2020",0,
Afghanistan,AFG,"Feb 9, 2020",0,
Afghanistan,AFG,"Feb 10, 2020",0,
Afghanistan,AFG,"Feb 11, 2020",0,
Afghanistan,AFG,"Feb 12, 2020",0,
Afghanistan,AFG,"Feb 13, 2020",0,
Afghanistan,AFG,"Feb 14, 2020",0,
Afghanistan,AFG,"Feb 15, 2020",0,
Afghanistan,AFG,"Feb 16, 2020",0,
Afghanistan,AFG,"Feb 17, 2020",0,
Afghanistan,AFG,"Feb 18, 2020",0,
Afghanistan,AFG,"Feb 19, 2020",0,
Afghanistan,AFG,"Feb 20, 2020",0,
Afghanistan,AFG,"Feb 21, 2020",0,
Afghanistan,AFG,"Feb 22, 2020",0,
Afghanistan,AFG,"Feb 23, 2020",0,
Afghanistan,AFG,"Feb 24, 2020",0,
Afghanistan,AFG,"Feb 25, 2020",0.1428571429,
Afghanistan,AFG,"Feb 26, 2020",0.1428571429,
Afghanistan,AFG,"Feb 27, 2020",0.1428571429,
Afghanistan,AFG,"Feb 28, 2020",0.1428571429,
Afghanistan,AFG,"Feb 29, 2020",0.1428571429,
Afghanistan,AFG,"Mar 1, 2020",0.1428571429,
Afghanistan,AFG,"Mar 2, 2020",0.1428571429,
Afghanistan,AFG,"Mar 3, 2020",0,
Afghanistan,AFG,"Mar 4, 2020",0,
Afghanistan,AFG,"Mar 5, 2020",0,
Afghanistan,AFG,"Mar 6, 2020",0,
Afghanistan,AFG,"Mar 16, 2020",4,
Afghanistan,AFG,"Mar 17, 2020",4.25,
Afghanistan,AFG,"Mar 18, 2020",3.75,
Afghanistan,AFG,"Mar 19, 2020",3,
Afghanistan,AFG,"Mar 20, 2020",2.5,
Afghanistan,AFG,"Mar 21, 2020",2.4285714286,
Afghanistan,AFG,"Mar 22, 2020",2,
Afghanistan,AFG,"Mar 23, 2020",2.5714285714,
Afghanistan,AFG,"Mar 24, 2020",2.7142857143,
Afghanistan,AFG,"Mar 25, 2020",2.8571428571,
Afghanistan,AFG,"Mar 26, 2020",7.5714285714,
Afghanistan,AFG,"Mar 27, 2020",7.5714285714,
Afghanistan,AFG,"Mar 28, 2020",9.5714285714,
Afghanistan,AFG,"Mar 29, 2020",11.7142857143,
Afghanistan,AFG,"Mar 30, 2020",11.4285714286,
Afghanistan,AFG,"Mar 31, 2020",14.4285714286,
Afghanistan,AFG,"Apr 1, 2020",17.7142857143,
Afghanistan,AFG,"Apr 2, 2020",16.7142857143,
Afghanistan,AFG,"Apr 3, 2020",22.8571428571,
Afghanistan,AFG,"Apr 4, 2020",20.5714285714,
Afghanistan,AFG,"Apr 5, 2020",23.4285714286,
Afghanistan,AFG,"Apr 6, 2020",26.4285714286,
Afghanistan,AFG,"Apr 7, 2020",28,
Afghanistan,AFG,"Apr 8, 2020",28.7142857143,
Afghanistan,AFG,"Apr 9, 2020",33,0
Afghanistan,AFG,"Apr 10, 2020",35.5714285714,1
Afghanistan,AFG,"Apr 11, 2020",40.8571428571,2
Afghanistan,AFG,"Apr 12, 2020",40.7142857143,3
Afghanistan,AFG,"Apr 13, 2020",44,4
Afghanistan,AFG,"Apr 14, 2020",46.8571428571,5
Afghanistan,AFG,"Apr 15, 2020",49.5714285714,6
Afghanistan,AFG,"Apr 16, 2020",51.5714285714,7
Afghanistan,AFG,"Apr 17, 2020",44.2857142857,8
Afghanistan,AFG,"Apr 18, 2020",46.2857142857,9
Afghanistan,AFG,"Apr 19, 2020",50.4285714286,10
Afghanistan,AFG,"Apr 20, 2020",55.5714285714,11
Afghanistan,AFG,"Apr 21, 2020",52.2857142857,12
Afghanistan,AFG,"Apr 22, 2020",54,13
Afghanistan,AFG,"Apr 23, 2020",56,14
Afghanistan,AFG,"Apr 24, 2020",69.5714285714,15
Africa,,"Jan 2, 2020",0,
Africa,,"Jan 3, 2020",0,
Africa,,"Jan 4, 2020",0,
Africa,,"Jan 5, 2020",0,
Africa,,"Jan 6, 2020",0,
Africa,,"Jan 7, 2020",0,
Africa,,"Jan 8, 2020",0,
Africa,,"Jan 9, 2020",0,
Africa,,"Jan 10, 2020",0,
Africa,,"Jan 11, 2020",0,
Africa,,"Jan 12, 2020",0,
Africa,,"Jan 13, 2020",0,
Africa,,"Jan 14, 2020",0,
Africa,,"Jan 15, 2020",0,
Africa,,"Jan 16, 2020",0,
Africa,,"Jan 17, 2020",0,
Africa,,"Jan 18, 2020",0,
Africa,,"Jan 19, 2020",0,
Africa,,"Jan 20, 2020",0,
Africa,,"Jan 21, 2020",0,
Africa,,"Jan 22, 2020",0,
Africa,,"Jan 23, 2020",0,
Africa,,"Jan 24, 2020",0,
Africa,,"Jan 25, 2020",0,
Africa,,"Jan 26, 2020",0,
Africa,,"Jan 27, 2020",0,
Africa,,"Jan 28, 2020",0,
Africa,,"Jan 29, 2020",0,
Africa,,"Jan 30, 2020",0,
Africa,,"Jan 31, 2020",0,
Africa,,"Feb 1, 2020",0,
Africa,,"Feb 2, 2020",0,
Africa,,"Feb 3, 2020",0,
Africa,,"Feb 4, 2020",0,
Africa,,"Feb 5, 2020",0,
Africa,,"Feb 6, 2020",0,
Africa,,"Feb 7, 2020",0,
Africa,,"Feb 8, 2020",0,
Africa,,"Feb 9, 2020",0,
Africa,,"Feb 10, 2020",0,
Africa,,"Feb 11, 2020",0,
Africa,,"Feb 12, 2020",0,
Africa,,"Feb 13, 2020",0,
Africa,,"Feb 14, 2020",0,
Africa,,"Feb 15, 2020",0.1428571429,
Africa,,"Feb 16, 2020",0.1428571429,
Africa,,"Feb 17, 2020",0.1428571429,
Africa,,"Feb 18, 2020",0.1428571429,
Africa,,"Feb 19, 2020",0.1428571429,
Africa,,"Feb 20, 2020",0.1428571429,
Africa,,"Feb 21, 2020",0.1428571429,
Africa,,"Feb 22, 2020",0,
Africa,,"Feb 23, 2020",0,
Africa,,"Feb 24, 2020",0,
Africa,,"Feb 25, 2020",0,
Africa,,"Feb 26, 2020",0.1428571429,
Africa,,"Feb 27, 2020",0.1428571429,
Africa,,"Feb 28, 2020",0.2857142857,
Africa,,"Feb 29, 2020",0.2857142857,
Africa,,"Mar 1, 2020",0.5714285714,
Africa,,"Mar 2, 2020",0.7142857143,
Africa,,"Mar 3, 2020",1.1428571429,
Africa,,"Mar 4, 2020",1.2857142857,
Africa,,"Mar 5, 2020",2.5714285714,
Africa,,"Mar 6, 2020",3.7142857143,
Africa,,"Mar 7, 2020",5.7142857143,
Africa,,"Mar 8, 2020",5.5714285714,
Africa,,"Mar 9, 2020",11,
Africa,,"Mar 10, 2020",12.2857142857,
Africa,,"Mar 11, 2020",13.4285714286,
Africa,,"Mar 12, 2020",14,
Africa,,"Mar 13, 2020",18.5714285714,
Africa,,"Mar 14, 2020",22.7142857143,
Africa,,"Mar 15, 2020",27.8571428571,
Africa,,"Mar 16, 2020",34.4285714286,0
Africa,,"Mar 17, 2020",43.8571428571,1
Africa,,"Mar 18, 2020",55.5714285714,2
Africa,,"Mar 19, 2020",73.5714285714,3
Africa,,"Mar 20, 2020",83.5714285714,4
Africa,,"Mar 21, 2020",110.4285714286,5
Africa,,"Mar 22, 2020",133.8571428571,6
Africa,,"Mar 23, 2020",152.1428571429,7
Africa,,"Mar 24, 2020",190.8571428571,8
Africa,,"Mar 25, 2020",244.1428571429,9
Africa,,"Mar 26, 2020",293.8571428571,10
Africa,,"Mar 27, 2020",362,11
Africa,,"Mar 28, 2020",404.1428571429,12
Africa,,"Mar 29, 2020",421.1428571429,13
Africa,,"Mar 30, 2020",462.8571428571,14
Africa,,"Mar 31, 2020",485.5714285714,15
Africa,,"Apr 1, 2020",489,16
Africa,,"Apr 2, 2020",508.2857142857,17
Africa,,"Apr 3, 2020",515,18
Africa,,"Apr 4, 2020",529.1428571429,19
Africa,,"Apr 5, 2020",616.5714285714,20
Africa,,"Apr 6, 2020",649.4285714286,21
Africa,,"Apr 7, 2020",666.4285714286,22
Africa,,"Apr 8, 2020",699.7142857143,23
Africa,,"Apr 9, 2020",742.5714285714,24
Africa,,"Apr 10, 2020",771,25
Africa,,"Apr 11, 2020",777.7142857143,26
Africa,,"Apr 12, 2020",746.5714285714,27
Africa,,"Apr 13, 2020",763.8571428571,28
Africa,,"Apr 14, 2020",784.1428571429,29
Africa,,"Apr 15, 2020",822.4285714286,30
Africa,,"Apr 16, 2020",828.1428571429,31
Africa,,"Apr 17, 2020",864.1428571429,32
Africa,,"Apr 18, 2020",992.1428571429,33
Africa,,"Apr 19, 2020",1055.8571428571,34
Africa,,"Apr 20, 2020",1111.5714285714,35
Africa,,"Apr 21, 2020",1139.4285714286,36
Africa,,"Apr 22, 2020",1190.8571428571,37
Africa,,"Apr 23, 2020",1206.1428571429,38
Africa,,"Apr 24, 2020",1270.2857142857,39
Albania,ALB,"Mar 11, 2020",3.3333333333,
Albania,ALB,"Mar 12, 2020",2.75,
Albania,ALB,"Mar 13, 2020",4.6,
Albania,ALB,"Mar 14, 2020",5.5,
Albania,ALB,"Mar 15, 2020",5.4285714286,
Albania,ALB,"Mar 16, 2020",5.7142857143,
Albania,ALB,"Mar 17, 2020",6.4285714286,
Albania,ALB,"Mar 18, 2020",6.4285714286,
Albania,ALB,"Mar 19, 2020",6.8571428571,
Albania,ALB,"Mar 20, 2020",6.7142857143,
Albania,ALB,"Mar 21, 2020",5.2857142857,
Albania,ALB,"Mar 22, 2020",5.4285714286,
Albania,ALB,"Mar 23, 2020",6.7142857143,
Albania,ALB,"Mar 24, 2020",7,
Albania,ALB,"Mar 25, 2020",9.7142857143,
Albania,ALB,"Mar 26, 2020",12.4285714286,
Albania,ALB,"Mar 27, 2020",14.8571428571,
Albania,ALB,"Mar 28, 2020",16.5714285714,
Albania,ALB,"Mar 29, 2020",17.2857142857,
Albania,ALB,"Mar 30, 2020",17.5714285714,
Albania,ALB,"Mar 31, 2020",17.5714285714,
Albania,ALB,"Apr 1, 2020",17.1428571429,
Albania,ALB,"Apr 2, 2020",16.1428571429,
Albania,ALB,"Apr 3, 2020",14.7142857143,
Albania,ALB,"Apr 4, 2020",16.8571428571,
Albania,ALB,"Apr 5, 2020",19.4285714286,
Albania,ALB,"Apr 6, 2020",21.2857142857,
Albania,ALB,"Apr 7, 2020",22,
Albania,ALB,"Apr 8, 2020",20,
Albania,ALB,"Apr 9, 2020",20.1428571429,
Albania,ALB,"Apr 10, 2020",18.8571428571,
Albania,ALB,"Apr 11, 2020",16,
Albania,ALB,"Apr 12, 2020",14.2857142857,
Albania,ALB,"Apr 13, 2020",12.1428571429,
Albania,ALB,"Apr 14, 2020",12.8571428571,
Albania,ALB,"Apr 15, 2020",13.1428571429,
Albania,ALB,"Apr 16, 2020",13.4285714286,
Albania,ALB,"Apr 17, 2020",15.5714285714,
Albania,ALB,"Apr 18, 2020",17.5714285714,
Albania,ALB,"Apr 19, 2020",16.4285714286,
Albania,ALB,"Apr 20, 2020",16.5714285714,
Albania,ALB,"Apr 21, 2020",16.7142857143,
Albania,ALB,"Apr 22, 2020",19.1428571429,
Albania,ALB,"Apr 23, 2020",20,
Albania,ALB,"Apr 24, 2020",20.7142857143,
Algeria,DZA,"Jan 2, 2020",0,
Algeria,DZA,"Jan 3, 2020",0,
Algeria,DZA,"Jan 4, 2020",0,
Algeria,DZA,"Jan 5, 2020",0,
Algeria,DZA,"Jan 6, 2020",0,
Algeria,DZA,"Jan 7, 2020",0,
Algeria,DZA,"Jan 8, 2020",0,
Algeria,DZA,"Jan 9, 2020",0,
Algeria,DZA,"Jan 10, 2020",0,
Algeria,DZA,"Jan 11, 2020",0,
Algeria,DZA,"Jan 12, 2020",0,
Algeria,DZA,"Jan 13, 2020",0,
Algeria,DZA,"Jan 14, 2020",0,
Algeria,DZA,"Jan 15, 2020",0,
Algeria,DZA,"Jan 16, 2020",0,
Algeria,DZA,"Jan 17, 2020",0,
Algeria,DZA,"Jan 18, 2020",0,
Algeria,DZA,"Jan 19, 2020",0,
Algeria,DZA,"Jan 20, 2020",0,
Algeria,DZA,"Jan 21, 2020",0,
Algeria,DZA,"Jan 22, 2020",0,
Algeria,DZA,"Jan 23, 2020",0,
Algeria,DZA,"Jan 24, 2020",0,
Algeria,DZA,"Jan 25, 2020",0,
Algeria,DZA,"Jan 26, 2020",0,
Algeria,DZA,"Jan 27, 2020",0,
Algeria,DZA,"Jan 28, 2020",0,
Algeria,DZA,"Jan 29, 2020",0,
Algeria,DZA,"Jan 30, 2020",0,
Algeria,DZA,"Jan 31, 2020",0,
Algeria,DZA,"Feb 1, 2020",0,
Algeria,DZA,"Feb 2, 2020",0,
Algeria,DZA,"Feb 3, 2020",0,
Algeria,DZA,"Feb 4, 2020",0,
Algeria,DZA,"Feb 5, 2020",0,
Algeria,DZA,"Feb 6, 2020",0,
Algeria,DZA,"Feb 7, 2020",0,
Algeria,DZA,"Feb 8, 2020",0,
Algeria,DZA,"Feb 9, 2020",0,
Algeria,DZA,"Feb 10, 2020",0,
Algeria,DZA,"Feb 11, 2020",0,
Algeria,DZA,"Feb 12, 2020",0,
Algeria,DZA,"Feb 13, 2020",0,
Algeria,DZA,"Feb 14, 2020",0,
Algeria,DZA,"Feb 15, 2020",0,
Algeria,DZA,"Feb 16, 2020",0,
Algeria,DZA,"Feb 17, 2020",0,
Algeria,DZA,"Feb 18, 2020",0,
Algeria,DZA,"Feb 19, 2020",0,
Algeria,DZA,"Feb 20, 2020",0,
Algeria,DZA,"Feb 21, 2020",0,
Algeria,DZA,"Feb 22, 2020",0,
Algeria,DZA,"Feb 23, 2020",0,
Algeria,DZA,"Feb 24, 2020",0,
Algeria,DZA,"Feb 25, 2020",0,
Algeria,DZA,"Feb 26, 2020",0.1428571429,
Algeria,DZA,"Feb 27, 2020",0.1428571429,
Algeria,DZA,"Feb 28, 2020",0.1428571429,
Algeria,DZA,"Feb 29, 2020",0.1428571429,
Algeria,DZA,"Mar 1, 2020",0.4285714286,
Algeria,DZA,"Mar 2, 2020",0.4285714286,
Algeria,DZA,"Mar 3, 2020",0.5,
Algeria,DZA,"Mar 4, 2020",0.6666666667,
Algeria,DZA,"Mar 5, 2020",1.8333333333,
Algeria,DZA,"Mar 6, 2020",2.6666666667,
Algeria,DZA,"Mar 7, 2020",3.2,
Algeria,DZA,"Mar 8, 2020",3.5,
Algeria,DZA,"Mar 9, 2020",4.25,
Algeria,DZA,"Mar 10, 2020",4.25,
Algeria,DZA,"Mar 11, 2020",5,
Algeria,DZA,"Mar 12, 2020",2.6666666667,
Algeria,DZA,"Mar 13, 2020",2.6666666667,
Algeria,DZA,"Mar 14, 2020",2.25,
Algeria,DZA,"Mar 15, 2020",4,
Algeria,DZA,"Mar 16, 2020",5.6,
Algeria,DZA,"Mar 17, 2020",6.3333333333,
Algeria,DZA,"Mar 18, 2020",5.7142857143,
Algeria,DZA,"Mar 19, 2020",7.4285714286,
Algeria,DZA,"Mar 20, 2020",9.2857142857,
Algeria,DZA,"Mar 21, 2020",10.8571428571,
Algeria,DZA,"Mar 22, 2020",14.5714285714,
Algeria,DZA,"Mar 23, 2020",21.8571428571,
Algeria,DZA,"Mar 24, 2020",24.5714285714,
Algeria,DZA,"Mar 25, 2020",29.1428571429,
Algeria,DZA,"Mar 26, 2020",32.8571428571,0
Algeria,DZA,"Mar 27, 2020",39.5714285714,1
Algeria,DZA,"Mar 28, 2020",43.8571428571,2
Algeria,DZA,"Mar 29, 2020",45,3
Algeria,DZA,"Mar 30, 2020",44.2857142857,4
Algeria,DZA,"Mar 31, 2020",50.5714285714,5
Algeria,DZA,"Apr 1, 2020",64.5714285714,6
Algeria,DZA,"Apr 2, 2020",77.8571428571,7
Algeria,DZA,"Apr 3, 2020",88.4285714286,8
Algeria,DZA,"Apr 4, 2020",108.8571428571,9
Algeria,DZA,"Apr 5, 2020",113.8571428571,10
Algeria,DZA,"Apr 6, 2020",115.5714285714,11
Algeria,DZA,"Apr 7, 2020",119.8571428571,12
Algeria,DZA,"Apr 8, 2020",107.4285714286,13
Algeria,DZA,"Apr 9, 2020",103.5714285714,14
Algeria,DZA,"Apr 10, 2020",97.1428571429,15
Algeria,DZA,"Apr 11, 2020",84.2857142857,16
Algeria,DZA,"Apr 12, 2020",82,17
Algeria,DZA,"Apr 13, 2020",84.8571428571,18
Algeria,DZA,"Apr 14, 2020",80,19
Algeria,DZA,"Apr 15, 2020",86,20
Algeria,DZA,"Apr 16, 2020",84,21
Algeria,DZA,"Apr 17, 2020",86,22
Algeria,DZA,"Apr 18, 2020",93.8571428571,23
Algeria,DZA,"Apr 19, 2020",101.4285714286,24
Algeria,DZA,"Apr 20, 2020",102.1428571429,25
Algeria,DZA,"Apr 21, 2020",105,26
Algeria,DZA,"Apr 22, 2020",105.8571428571,27
Algeria,DZA,"Apr 23, 2020",107.1428571429,28
Algeria,DZA,"Apr 24, 2020",105.5714285714,29
Andorra,AND,"Mar 17, 2020",4.3333333333,
Andorra,AND,"Mar 18, 2020",3.25,
Andorra,AND,"Mar 19, 2020",10.4,
Andorra,AND,"Mar 20, 2020",12.3333333333,
Andorra,AND,"Mar 21, 2020",12.1666666667,
Andorra,AND,"Mar 22, 2020",12.2857142857,
Andorra,AND,"Mar 23, 2020",15.4285714286,
Andorra,AND,"Mar 24, 2020",17,
Andorra,AND,"Mar 25, 2020",21.4285714286,
Andorra,AND,"Mar 26, 2020",19.2857142857,
Andorra,AND,"Mar 27, 2020",21.2857142857,
Andorra,AND,"Mar 28, 2020",27.4285714286,
Andorra,AND,"Mar 29, 2020",31.4285714286,0
Andorra,AND,"Mar 30, 2020",31.5714285714,1
Andorra,AND,"Mar 31, 2020",33.8571428571,2
Andorra,AND,"Apr 1, 2020",30.2857142857,3
Andorra,AND,"Apr 2, 2020",28.8571428571,4
Andorra,AND,"Apr 3, 2020",29.1428571429,5
Andorra,AND,"Apr 4, 2020",24.5714285714,6
Andorra,AND,"Apr 5, 2020",22.5714285714,7
Andorra,AND,"Apr 6, 2020",23.8571428571,8
Andorra,AND,"Apr 7, 2020",22.2857142857,9
Andorra,AND,"Apr 8, 2020",24.1428571429,10
Andorra,AND,"Apr 9, 2020",24.8571428571,11
Andorra,AND,"Apr 10, 2020",22.1428571429,12
Andorra,AND,"Apr 11, 2020",23.1428571429,13
Andorra,AND,"Apr 12, 2020",22.2857142857,14
Andorra,AND,"Apr 13, 2020",19.5714285714,15
Andorra,AND,"Apr 14, 2020",17.1428571429,16
Andorra,AND,"Apr 15, 2020",16.2857142857,17
Andorra,AND,"Apr 16, 2020",15.5714285714,18
Andorra,AND,"Apr 17, 2020",14.1428571429,19
Andorra,AND,"Apr 18, 2020",13.5714285714,20
Andorra,AND,"Apr 19, 2020",11.7142857143,21
Andorra,AND,"Apr 20, 2020",10.7142857143,22
Andorra,AND,"Apr 21, 2020",10.1428571429,23
Andorra,AND,"Apr 22, 2020",8.2857142857,24
Andorra,AND,"Apr 23, 2020",7.1428571429,25
Andorra,AND,"Apr 24, 2020",6,26
Angola,AGO,"Mar 24, 2020",0.6666666667,
Angola,AGO,"Mar 25, 2020",0.5,
Angola,AGO,"Mar 26, 2020",0.4,
Angola,AGO,"Mar 27, 2020",0.5,
Angola,AGO,"Mar 28, 2020",0.5714285714,
Angola,AGO,"Mar 29, 2020",0.2857142857,
Angola,AGO,"Mar 30, 2020",0.7142857143,
Angola,AGO,"Mar 31, 2020",0.7142857143,
Angola,AGO,"Apr 1, 2020",0.7142857143,
Angola,AGO,"Apr 2, 2020",0.8571428571,
Angola,AGO,"Apr 3, 2020",0.7142857143,
Angola,AGO,"Apr 4, 2020",0.5714285714,
Angola,AGO,"Apr 5, 2020",0.8571428571,
Angola,AGO,"Apr 6, 2020",1,
Angola,AGO,"Apr 7, 2020",1.2857142857,
Angola,AGO,"Apr 8, 2020",1.4285714286,
Angola,AGO,"Apr 9, 2020",1.5714285714,
Angola,AGO,"Apr 10, 2020",1.5714285714,
Angola,AGO,"Apr 11, 2020",1.5714285714,
Angola,AGO,"Apr 12, 2020",1.2857142857,
Angola,AGO,"Apr 13, 2020",0.7142857143,
Angola,AGO,"Apr 14, 2020",0.4285714286,
Angola,AGO,"Apr 15, 2020",0.2857142857,
Angola,AGO,"Apr 16, 2020",0,
Angola,AGO,"Apr 17, 2020",0,
Angola,AGO,"Apr 18, 2020",0,
Angola,AGO,"Apr 19, 2020",0.7142857143,
Angola,AGO,"Apr 20, 2020",0.7142857143,
Angola,AGO,"Apr 21, 2020",0.7142857143,
Angola,AGO,"Apr 22, 2020",0.7142857143,
Angola,AGO,"Apr 23, 2020",0.7142857143,
Angola,AGO,"Apr 24, 2020",0.8571428571,
Anguilla,AIA,"Mar 29, 2020",0.6666666667,
Anguilla,AIA,"Mar 30, 2020",0.5,
Anguilla,AIA,"Mar 31, 2020",0.4,
Anguilla,AIA,"Apr 1, 2020",0.3333333333,
Anguilla,AIA,"Apr 2, 2020",0.2857142857,
Anguilla,AIA,"Apr 3, 2020",0.1428571429,
Anguilla,AIA,"Apr 4, 2020",0.1428571429,
Anguilla,AIA,"Apr 5, 2020",0.1428571429,
Anguilla,AIA,"Apr 6, 2020",0.1428571429,
Anguilla,AIA,"Apr 7, 2020",0.1428571429,
Anguilla,AIA,"Apr 8, 2020",0.1428571429,
Anguilla,AIA,"Apr 9, 2020",0.1428571429,
Anguilla,AIA,"Apr 10, 2020",0,
Anguilla,AIA,"Apr 11, 2020",0,
Anguilla,AIA,"Apr 12, 2020",0,
Anguilla,AIA,"Apr 13, 2020",0,
Anguilla,AIA,"Apr 14, 2020",0,
Anguilla,AIA,"Apr 15, 2020",0,
Anguilla,AIA,"Apr 16, 2020",0,
Anguilla,AIA,"Apr 17, 2020",0,
Anguilla,AIA,"Apr 18, 2020",0,
Anguilla,AIA,"Apr 19, 2020",0,
Anguilla,AIA,"Apr 20, 2020",0,
Anguilla,AIA,"Apr 21, 2020",0,
Anguilla,AIA,"Apr 22, 2020",0,
Anguilla,AIA,"Apr 23, 2020",0,
Anguilla,AIA,"Apr 24, 2020",0,
Antigua and Barbuda,ATG,"Mar 23, 2020",0,
Antigua and Barbuda,ATG,"Mar 24, 2020",0,
Antigua and Barbuda,ATG,"Mar 25, 2020",0.4,
Antigua and Barbuda,ATG,"Mar 26, 2020",0.3333333333,
Antigua and Barbuda,ATG,"Mar 27, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Mar 28, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Mar 29, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Mar 30, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Mar 31, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Apr 1, 2020",0.5714285714,
Antigua and Barbuda,ATG,"Apr 2, 2020",0.5714285714,
Antigua and Barbuda,ATG,"Apr 3, 2020",0.2857142857,
Antigua and Barbuda,ATG,"Apr 4, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 5, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 6, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 7, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 8, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 9, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 10, 2020",1.4285714286,
Antigua and Barbuda,ATG,"Apr 11, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Apr 12, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Apr 13, 2020",0.8571428571,
Antigua and Barbuda,ATG,"Apr 14, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 15, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 16, 2020",1.1428571429,
Antigua and Barbuda,ATG,"Apr 17, 2020",0.5714285714,
Antigua and Barbuda,ATG,"Apr 18, 2020",0.2857142857,
Antigua and Barbuda,ATG,"Apr 19, 2020",0.2857142857,
Antigua and Barbuda,ATG,"Apr 20, 2020",0.2857142857,
Antigua and Barbuda,ATG,"Apr 21, 2020",0,
Antigua and Barbuda,ATG,"Apr 22, 2020",0.1428571429,
Antigua and Barbuda,ATG,"Apr 23, 2020",0.1428571429,
Antigua and Barbuda,ATG,"Apr 24, 2020",0.1428571429,
Argentina,ARG,"Mar 7, 2020",2.6666666667,
Argentina,ARG,"Mar 8, 2020",2.25,
Argentina,ARG,"Mar 9, 2020",2.4,
Argentina,ARG,"Mar 10, 2020",2.4,
Argentina,ARG,"Mar 11, 2020",3.6,
Argentina,ARG,"Mar 12, 2020",3.6,
Argentina,ARG,"Mar 13, 2020",5.8,
Argentina,ARG,"Mar 14, 2020",5.2,
Argentina,ARG,"Mar 15, 2020",7.2,
Argentina,ARG,"Mar 16, 2020",8.8,
Argentina,ARG,"Mar 17, 2020",8.8333333333,
Argentina,ARG,"Mar 18, 2020",10,
Argentina,ARG,"Mar 19, 2020",11.1428571429,
Argentina,ARG,"Mar 20, 2020",13.8571428571,
Argentina,ARG,"Mar 21, 2020",17.7142857143,
Argentina,ARG,"Mar 22, 2020",25.7142857143,
Argentina,ARG,"Mar 23, 2020",30,0
Argentina,ARG,"Mar 24, 2020",33.7142857143,1
Argentina,ARG,"Mar 25, 2020",44,2
Argentina,ARG,"Mar 26, 2020",57.8571428571,3
Argentina,ARG,"Mar 27, 2020",65.8571428571,4
Argentina,ARG,"Mar 28, 2020",76,5
Argentina,ARG,"Mar 29, 2020",74.2857142857,6
Argentina,ARG,"Mar 30, 2020",79.1428571429,7
Argentina,ARG,"Mar 31, 2020",95,8
Argentina,ARG,"Apr 1, 2020",82.7142857143,9
Argentina,ARG,"Apr 2, 2020",90.1428571429,10
Argentina,ARG,"Apr 3, 2020",77.7142857143,11
Argentina,ARG,"Apr 4, 2020",82.1428571429,12
Argentina,ARG,"Apr 5, 2020",100.8571428571,13
Argentina,ARG,"Apr 6, 2020",104.8571428571,14
Argentina,ARG,"Apr 7, 2020",94.5714285714,15
